"Tổng mức bán lẻ hàng hóa và doanh thu dịch vụ tiêu dùng theo giá thực tế phân theo ngành kinh doanh chia theo Cách tính, Năm và Ngành kinh doanh"

" ";" ";"Bán lẻ"
"Giá trị (Tỷ đồng )"
" ";"2018";3308059.0

